n1,n2,lpt,mx
2.215552241,2.209844832,1.041588764,no
2.108011745,2.869503081,2.621160976,no
2.50674275,2.279130397,2.070149601,no
2.743706328,1.945962004,2.192671548,no
2.235029382,1.972595517,2.160121532,no
2.949274942,1.620481028,1.829050512,no
2.977307906,2.861608613,2.503151048,no
3.016990167,3.033289556,2.294113037,no
2.114862813,2.450313731,1.646834565,no
2.187194837,2.379301474,2.703935752,no
2.290934322,2.244403942,2.023089424,no
2.120165496,2.098892966,2.071100207,no
1.920474048,2.905287398,2.040323206,no
2.304087067,2.697568903,2.294491477,no
2.431986369,1.976124979,2.069715779,no
1.835997803,1.914853821,2.017604393,no
2.517682272,2.605770472,1.718054914,no
2.460279462,1.949158394,2.433707089,no
2.721677637,2.459913236,2.556418609,no
2.412174768,1.950301774,2.57958491,no
2.344830305,2.443252867,2.271445598,no
2.078089821,2.250181294,2.465314421,no
2.027052476,2.370655073,2.582733636,no
2.331419023,2.575181546,2.497286015,no
2.701068211,2.619308241,2.723741465,no
1.97171133,1.938544949,2.126120111,no
1.894776738,2.55119155,2.133357393,no
2.536499208,2.737896133,1.624489748,no
2.693352117,2.353692549,2.553848624,no
2.677566058,2.836502923,2.557609081,no
2.012364179,1.949482504,2.5938374,no
2.289390719,2.158818108,1.781132641,no
1.754733932,2.792269833,2.329960695,no
1.651206278,2.264013439,2.251716284,no
2.509642019,2.566025812,2.591259167,no
2.586989945,2.672754527,2.352676749,no
2.639649767,2.721160823,2.319628941,no
2.077750322,2.027668387,2.883544315,no
2.445293139,1.858654314,2.587403136,no
2.438793818,2.133565552,2.19492584,no
2.275951324,1.633584464,2.28782598,no
1.955407828,2.530075861,2.376470844,no
2.235601635,3.141289782,2.144734026,no
2.537275214,2.335194226,2.478810082,no
2.249149707,2.076320301,3.223676431,no
1.89761879,1.943852527,1.629570023,no
2.446807961,1.942118364,2.713823799,no
2.200175125,2.658610061,2.540382145,no
2.25374743,2.00904572,1.95116398,no
2.054000287,2.276280521,1.845308338,no
2.619464613,1.699109439,2.25287759,no
2.360276136,2.08001394,2.350543925,no
2.786174008,1.753765226,2.312082248,no
2.091689912,2.826534072,2.60516653,no
2.365785134,2.04361326,2.531765138,no
2.472410897,2.258483889,2.256891592,no
2.527254215,1.734545732,2.809872754,no
2.776144429,2.096228974,3.092632014,no
2.634000954,2.574845421,2.136720636,no
1.916267675,1.834124492,2.271846053,no
2.184993815,2.693576791,1.724679649,no
1.766261573,2.235270778,2.367722408,no
2.060634379,2.224503965,2.075740898,no
2.797551607,2.386219669,2.489073083,no
2.235768369,2.663087367,2.402964202,no
2.194920314,2.480905151,2.374037496,no
1.743365269,2.238264232,1.90766311,no
1.756007186,2.386961275,1.26234572,no
2.620631562,2.509347781,1.699041637,no
1.37878057,2.479459427,2.490883411,no
3.041752527,2.348915073,2.054585116,no
2.348318873,1.913687106,2.993901877,no
2.001338587,2.207950615,2.289386629,no
3.540778923,2.044241242,2.095453894,no
2.382059182,2.902501917,1.78710308,no
2.158074769,2.743409128,2.346669189,no
2.587456898,2.257707523,2.339926113,no
1.591789365,1.618933108,1.788265571,no
1.276775329,1.978392279,2.386841085,no
2.508500967,2.193569363,2.662699509,no
2.274647078,2.402797649,2.589224747,no
2.464372964,2.573214169,2.88135279,no
2.428409269,3.146811644,1.871242295,no
2.84177319,2.58724865,2.462080884,no
1.811281584,2.410292281,1.858458497,no
2.479075146,1.985403086,2.597869137,no
2.439625943,1.463172449,1.778607568,no
2.700205303,3.137475984,1.804423006,no
1.677468822,2.871965694,2.180479799,no
2.677610254,3.072925325,2.19610333,no
2.554834811,2.229213942,2.068314178,no
2.599202095,2.303233255,1.869787463,no
2.188806989,2.468333474,2.085659254,no
2.228569273,2.593028296,2.350840099,no
2.053625759,2.459559327,2.267775339,no
2.978020321,1.631541518,2.074547741,no
1.89135395,2.59097088,2.281976734,no
2.090238574,2.244205234,2.412477581,no
2.428924707,2.56850892,2.748024641,no
2.241440787,1.994051081,2.753184536,no
2.457349662,2.657602276,2.323489048,no
2.167761476,2.139479232,2.04310471,no
2.532792167,2.366362733,2.451758442,no
2.257947353,2.92819571,2.669898508,no
3.001583634,2.344177485,2.393855874,no
2.54138621,2.557844386,2.985420114,no
2.134030925,1.777829725,2.828465654,no
2.570616196,2.263531598,2.238436089,no
1.981210306,2.065470637,3.04774681,no
2.640456369,2.253082807,2.032878375,no
2.527497579,2.400087488,2.274370696,no
2.930802313,2.235993486,2.375249475,no
2.773855732,2.534431089,2.582537475,no
2.097965451,2.721476452,2.874682314,no
2.321141438,2.010309957,2.906716179,no
2.396150265,2.605943843,2.461536386,no
2.01635745,2.77270264,1.992506856,no
2.519413599,0.9022769654,2.700569628,no
2.443407002,3.062685792,2.226450096,no
2.265712806,2.226373396,1.777748679,no
3.130895919,1.288691424,1.875811066,no
2.123121386,2.610926366,2.104524227,no
2.512843888,2.702235824,2.25905867,no
2.154584015,2.969348773,2.68684989,no
2.14812386,2.583858252,1.950783689,no
3.059188901,2.379477273,2.654505448,no
1.710405037,2.661240039,2.126564486,no
2.889965622,2.571561674,2.155147488,no
2.536324452,2.986239522,2.503519636,no
1.936581641,2.180145751,1.791482335,no
2.332916079,1.924098365,1.892197073,no
1.696723306,2.403128905,2.292656749,no
2.6362363,2.329390677,2.781770086,no
2.688814673,3.043319442,2.621920865,no
2.817452997,1.654525645,2.52843167,no
2.645172089,2.483040237,2.421123597,no
2.148119334,1.790021134,2.948401809,no
1.85937148,1.851851876,2.765573118,no
1.63672846,2.207425957,2.600327004,no
2.260400069,1.699362727,2.320516287,no
2.040895947,2.179696707,2.213975731,no
2.269335404,2.037591409,2.226757785,no
1.949015401,2.718398281,2.336659535,no
1.972477064,2.509085481,1.005439357,no
2.355290277,2.543189533,2.293518555,no
2.368235765,1.870193901,2.203772047,no
1.864988366,1.677336774,2.853677628,no
2.21532159,1.633628679,1.776139004,no
2.261847557,2.325186918,1.692416197,no
2.404541988,2.623378236,2.105639505,no
2.805201813,1.959653014,1.939272493,no
2.013369713,1.77982508,2.653393679,no
2.118537308,1.637090187,2.320822411,no
2.616669406,1.960951925,3.005934182,no
2.195227037,2.524869704,1.987877171,no
2.487829184,2.041858376,2.520499263,no
2.306166844,2.34193368,2.824724626,no
1.636417934,2.804125375,2.490612667,no
2.351631513,1.982620933,2.125992819,no
1.881965852,2.488243495,3.008352689,no
1.770217777,2.467818077,2.446930978,no
2.322497809,2.408654153,2.911906182,no
2.390695121,1.818380816,2.321946447,no
2.623081763,2.052056647,1.55663136,no
2.669666183,1.991540025,2.646809828,no
2.428203088,2.220786443,2.188395267,no
2.607106633,2.824607025,2.325715742,no
2.192138171,2.618880007,2.70982361,no
2.254384169,2.792222358,2.670170342,no
2.867473478,1.606774623,2.291784506,no
2.216937543,2.768103293,2.312595138,no
2.64249887,2.312728028,2.693308796,no
2.89886164,2.490059525,2.673298474,no
2.905233803,2.16650879,1.744621024,no
1.798671059,2.872485207,1.894162212,no
2.673215592,2.65274415,2.333203174,no
2.050571027,2.112764136,1.843446411,no
2.369943324,2.940821886,2.463402596,no
2.605884849,2.300592704,1.713475136,no
2.968370512,2.362300176,2.034228463,no
2.323780811,2.635933869,2.232922332,no
2.160575353,2.476784633,3.014016073,no
2.773149326,2.628617088,2.524147473,no
2.215131984,1.828499414,2.279989201,no
3.016834885,1.757920152,2.603336342,no
2.302510423,2.024996748,2.125825733,no
2.252183911,2.150569529,2.125680196,no
2.279737312,1.342150881,1.917304215,no
1.871576984,2.130658542,3.115347344,no
1.643153924,2.392562411,2.684822957,no
2.402124946,2.497844063,1.947913503,no
2.365989586,2.750106944,2.602252024,no
2.264118514,2.590792301,2.217953038,no
2.095466555,2.381224676,2.147255111,no
2.840349674,2.076665737,2.240220754,no
2.886910404,2.503630786,2.554204424,no
2.471116809,2.20779821,2.773036524,no
1.661754395,2.30411138,2.222848731,no
1.938247484,2.096241303,3.070340444,no
2.363334469,2.227768393,1.949792701,no
2.57985297,3.159233305,1.554955644,no
2.39133233,1.726735831,2.020070788,no
2.327012355,2.243710452,2.084923172,no
2.661292649,2.785579601,2.146476652,no
2.243955241,2.091454836,2.268125416,no
2.808082118,2.954583444,2.27889432,no
2.503419715,2.622889607,1.995658557,no
2.411663009,2.728503056,2.252300158,no
2.635936348,1.727711937,2.271936207,no
1.989460477,2.277524182,2.173910135,no
2.058405487,2.183003985,2.326297735,no
2.504457414,2.535313191,2.334951146,no
1.615674567,2.227297177,1.68866517,no
2.756663798,2.293934042,1.983088373,no
2.648035307,2.399945219,2.103147366,no
2.435367167,2.58962125,2.207905616,no
2.492551015,2.505654817,2.098311191,no
2.130783298,1.670222145,2.41885405,no
2.383261299,1.921664193,2.775147897,no
1.590463371,2.173300852,1.833106712,no
2.180707631,3.1285273,2.515108496,no
2.6660841,2.886465143,2.490474239,no
2.193769021,2.16237559,2.310090431,no
2.683643223,1.903245468,2.758193611,no
1.779125081,2.157117641,2.234545723,no
2.633213458,2.417482029,2.053914013,no
2.392103035,2.236623826,2.311379632,no
2.91141006,2.898459656,2.217112004,no
2.192006701,2.33185369,1.500045876,no
2.119213321,2.416623338,2.426550537,no
2.101218324,2.055054185,2.197783689,no
2.286460838,1.752553053,2.191598314,no
2.793862081,1.759581758,2.142562331,no
2.533129865,2.200444394,1.712174029,no
2.242119849,2.460239923,2.689526559,no
2.336668419,1.946154266,2.451361333,no
3.33504203,2.533355117,2.024957253,no
2.553688473,2.903767272,2.47189338,no
1.91436526,2.000370488,2.47010916,no
2.034121887,2.84852659,3.068731252,no
1.80295111,2.345032324,2.523301194,no
2.07947897,2.009823728,1.632394146,no
2.202778378,2.278929753,2.217208161,no
2.307404001,2.504307648,2.05877563,no
2.461384676,1.875392954,2.071738888,no
2.739993633,2.728367498,2.334569043,no
2.094490974,2.563596091,2.735001083,no
2.302552815,2.451727444,2.243554392,no
1.9108711,2.403555504,2.78107455,no
2.282972857,2.591333079,2.188270464,no
2.41402677,2.639984248,2.424986091,no
1.984130369,2.53921937,2.209174012,no
2.406527323,2.911894697,1.754272074,no
2.560724425,2.363868598,2.173370348,no
2.450384277,2.604798875,1.59945638,no
1.98257025,2.198738413,2.518378776,no
2.574872361,2.567967161,2.785859575,no
2.324871936,2.62409996,2.908299095,no
1.970481907,3.316936484,2.472747419,no
2.438632922,2.425861124,2.510732233,no
1.787337563,1.987528288,2.166840769,no
2.772521961,2.698069125,2.273447716,no
2.582036381,2.154242852,2.804804266,no
1.973735702,2.421362412,2.922374508,no
2.177055909,2.593926315,2.106489302,no
1.237900287,2.000298766,2.649895943,no
3.054983763,2.290235598,2.202944969,no
3.031912373,1.820373009,2.667648669,no
1.944334736,2.313169484,2.174843303,no
2.572913948,2.17297075,2.337635398,no
2.165663708,2.151673396,2.437815218,no
1.956915939,2.522657159,1.703215964,no
2.471068297,2.050489029,2.274121781,no
2.45557739,1.838113865,2.305175905,no
2.503010913,2.107699649,2.472330325,no
2.598260062,2.630938525,2.203844389,no
2.05022438,2.976585307,2.956874905,no
2.365809142,2.521339107,2.756369977,no
2.618123822,2.603936122,2.153079796,no
2.82937614,2.159910713,2.425769385,no
2.104262495,2.37206194,2.747105682,no
2.365235009,2.333282508,2.055012022,no
2.409292412,2.12859532,2.727375718,no
2.732006792,2.650253061,1.782701695,no
3.026322591,2.02906601,2.585882326,no
1.918025127,3.249320516,2.454196331,no
2.624695718,2.169181057,1.588729891,no
2.412133531,2.532538497,1.876189797,no
2.891340893,2.683144218,3.331045417,no
2.012780683,2.5571815,2.302611691,no
1.964291259,1.839500491,2.492040347,no
2.660633549,2.139564758,2.506061802,no
1.921123228,2.114233839,1.524671163,no
2.307281905,2.541311926,2.299832371,no
2.431987918,2.455135554,2.725208837,no
2.091591747,2.772694279,1.735554666,no
2.008593007,2.355964263,2.708030586,no
2.232136476,2.070420087,2.256242234,no
2.114109371,2.323496397,2.220861812,no
1.737538047,2.14004367,2.6463885,no
2.413241365,2.319449984,2.490805029,no
2.15314973,2.71720218,1.885170666,no
2.254724148,1.683301289,2.544546717,no
1.909576051,2.094896528,2.64399311,no
1.818674839,2.009358933,2.642582035,no
2.594217619,2.489413089,2.451971885,no
2.562754975,2.474757491,2.443419734,no
1.767307267,3.06202302,2.326441847,no
2.482160818,2.385705106,2.336044764,no
1.76557144,2.248215197,1.749514441,no
2.90897335,1.963950607,2.214596439,no
2.092165066,2.746131672,1.904563781,no
2.237434512,2.634887957,2.546577599,no
2.717173669,2.150880082,2.667372923,no
2.404402207,2.859409849,1.673762412,no
2.518731083,2.373313505,1.887821272,no
2.542401201,2.360308663,2.729432326,no
2.622938891,1.585399781,2.4230081,no
1.851078937,2.562967256,1.048907883,no
1.960626495,1.801285474,2.027172127,no
1.729143551,2.256023492,2.741033877,no
2.383383148,2.791485354,2.618637774,no
2.674750165,2.702197016,1.712435851,no
1.999378478,2.527987219,1.848285815,no
1.659224809,2.647184038,1.738964809,no
2.469667526,2.639204355,1.881207435,no
1.35627173,2.011988929,2.152058528,no
2.375942368,2.574241743,1.998345954,no
2.568043163,2.534886268,2.291228861,no
2.328461255,2.65108116,2.014552598,no
2.513510196,2.121430081,2.158732556,no
1.957070939,2.122227389,1.889625327,no
2.363421047,3.257483076,2.29848557,no
2.154024781,1.787998914,2.331347893,no
1.931544696,2.158602625,2.747322003,no
2.417304094,2.053073409,1.977063723,no
2.420284142,2.230600872,2.890368128,no
1.700868936,1.829310964,2.640484336,no
2.26721471,2.200182788,1.836975759,no
2.081708532,2.379877821,2.459667571,no
1.968675733,2.703829754,1.914004677,no
1.65562802,2.618092234,2.512062015,no
2.763642556,2.712263016,1.784568471,no
2.421775185,2.009137558,2.346854277,no
2.678176345,2.052840279,2.64362221,no
2.505986459,1.806556849,1.922596724,no
2.089383927,2.251179077,2.647982487,no
2.12611413,1.887757957,2.149731734,no
1.717073869,2.626173609,1.941024219,no
2.400709006,2.428970268,1.840892075,no
2.397531299,2.497412426,3.345694283,no
1.979650285,2.76294343,2.629723969,no
2.413595546,2.521345266,2.405043791,no
2.3036819,2.442094609,2.428670393,no
2.454732623,2.324246534,2.585622807,no
1.994782836,1.547943745,2.672891712,no
2.491029849,3.011381755,2.091906577,no
2.8399103,1.459451669,1.535656995,no
2.417939453,2.326655512,2.248388004,no
2.353308221,2.590298836,2.009917738,no
1.893255389,2.134058859,1.948962084,no
2.168069001,2.850061419,2.075300654,no
1.681727436,2.225000256,1.967765111,no
2.55886992,1.980870174,2.396197453,no
1.939719071,2.242563057,2.563456729,no
2.215300675,2.207797566,2.831877118,no
2.32336519,2.418936961,2.710059858,no
2.288806283,1.640376196,2.737123488,no
1.698849915,2.067148451,1.75319803,no
1.69954441,2.076764467,2.811997594,no
2.964484972,3.101335652,2.710091103,no
1.947207897,2.700821196,2.888146402,no
2.440040116,2.647181829,2.177801239,no
2.394948793,3.070976141,2.569848985,no
1.642320946,1.854788566,2.945930131,no
1.886382472,2.020253442,2.554367867,no
1.892350874,1.949717697,2.396657864,no
1.915898618,2.806900696,2.416067582,no
2.289146275,1.641051756,2.528310449,no
2.047036353,1.587080974,2.325300732,no
1.72917845,3.457843505,2.579239544,no
2.362063055,1.868543974,2.370303188,no
2.568662309,2.580920549,2.129949208,no
2.027603896,2.529319976,1.863460913,no
2.26281989,2.622059773,2.548630449,no
1.996913532,2.286661464,2.094331914,no
2.405405355,1.940677032,2.543988617,no
2.445578686,2.717332211,2.083566908,no
2.212558963,1.863487851,2.080149201,no
2.030646156,1.843436077,2.573640537,no
2.464162268,2.476304069,1.942234658,no
2.791048296,1.981880495,2.584561248,no
2.698351419,2.318914913,2.10308161,no
2.075378241,2.458537503,2.112222508,no
2.330570031,1.753555577,2.245199829,no
1.880879315,1.722484399,2.877462857,no
2.843160799,2.504066931,1.937621774,no
1.998930875,1.845664527,2.379608648,no
1.852111028,2.259386813,2.900431627,no
2.225016239,2.080070141,3.278781234,no
2.216093157,2.273442204,2.309470279,no
2.080547614,2.597488577,2.490718688,no
2.240504424,2.219737832,2.420456606,no
2.634637058,1.683026639,2.240381665,no
2.139877946,2.587702015,1.806980415,no
2.55087607,2.10369838,1.709487639,no
2.15582808,2.564337053,2.21074553,no
2.517191037,2.365267829,2.491861813,no
2.946858333,1.625596604,2.306525248,no
2.951799178,1.99759029,2.491545351,no
2.845749314,1.677826385,2.188133971,no
2.406753133,3.30030506,2.704174323,no
2.315694437,2.895374271,2.000922925,no
1.411227467,2.326758972,1.85102169,no
2.597871463,1.598307545,1.946641473,no
2.283805113,2.586647989,2.232643205,no
3.056850374,2.699828628,3.255102436,no
2.055699385,2.434315437,2.299886736,no
2.95187972,1.833690037,1.566812597,no
2.627771534,3.238372121,2.722429021,no
1.566142488,2.682250964,2.446451545,no
2.020477729,1.647654991,2.550650697,no
2.926132001,1.94217259,1.962283091,no
2.781900745,1.638591556,1.646217748,no
2.471467248,2.485671499,2.50573351,no
2.005001193,1.964069349,2.090186054,no
2.675278364,2.071395,2.444411671,no
1.733447315,2.458162747,2.001615372,no
1.992659513,2.192357463,2.818229612,no
1.923500869,2.106023064,1.720544731,no
2.414447406,2.383842681,2.178409028,no
3.111128135,1.907738086,2.488457698,no
2.403917353,2.69555384,1.939453958,no
1.894197793,2.822962005,3.029346591,no
1.03199311,2.435866784,2.344903708,no
2.278911836,1.800372715,2.291103482,no
2.585129597,2.797448241,2.305430108,no
2.160784019,1.658898133,3.099252287,no
2.124090537,2.233619505,2.046662148,no
1.92074594,3.01466618,1.879513746,no
2.82431089,3.023319674,2.804697269,no
2.655042091,2.308564497,2.815536125,no
1.978313504,2.0946267,2.812220479,no
2.718279683,1.475856417,2.002775538,no
2.665995886,2.893800575,2.433327645,no
2.55365812,2.718652331,1.801505928,no
2.879578943,2.405466667,2.572526751,no
2.145314619,2.067601543,2.300309602,no
2.039592056,1.724568103,2.763063941,no
2.910252801,2.337318064,2.2275323,no
2.297611519,2.654639934,1.861052297,no
2.004848978,2.449943121,1.960815556,no
2.180521866,1.990832232,1.488597862,no
2.066177332,2.536927054,2.864820922,no
1.964679339,2.194239196,2.418482343,no
2.949017791,2.372224888,2.555768545,no
2.089091345,2.041694625,1.929973768,no
2.52642132,2.04649115,2.215804659,no
2.659254273,1.756379014,1.515141011,no
2.397568157,2.632956292,1.908333929,no
2.228988784,2.866519334,1.889271965,no
1.770514372,2.525792019,2.076913278,no
2.28065282,1.954519127,2.688635901,no
2.787928891,2.638022309,1.926762687,no
2.021404015,2.671041984,2.514787948,no
2.361076496,2.929768203,2.151851276,no
2.6078535,1.685968118,3.39211312,no
2.793616121,1.526107641,2.473220236,no
2.512467613,1.89631099,1.811179599,no
2.764754887,2.879701936,2.198063663,no
1.628851225,2.322618327,2.588619296,no
2.413816384,2.320309897,1.883989426,no
2.800494872,2.444429275,3.023985983,no
1.726555351,3.071694539,2.396859496,no
2.523395657,2.247280388,3.24841317,no
2.690662797,2.542935132,2.293506915,no
2.154719806,2.224542608,2.02685423,no
2.923627674,2.06675779,2.693066387,no
1.717863658,2.452392921,1.361910822,no
2.038902702,2.498782235,2.347171706,no
2.111975333,2.122249141,1.828814571,no
2.192881192,1.685790294,2.346841044,no
2.7890154,1.818537149,1.848639986,no
1.891121364,3.084264458,2.003871021,no
2.101877498,1.727992535,2.237960114,no
2.078210506,2.186463229,2.444426079,no
2.721251865,1.65215046,1.482534268,no
2.753354733,3.031235738,2.193473214,no
2.315857304,1.511119021,2.472094696,no
2.007488963,2.10782678,3.120640009,no
2.521577393,2.047110228,2.424620002,no
2.507001468,2.042244879,2.030094462,no
1.496274133,1.280427219,2.35916201,no
1.574465977,2.082761913,2.094790434,no
2.794185565,2.204422598,2.540901423,no
2.107602956,2.196972186,2.723453627,no
1.960570891,2.662625401,2.595111394,no
2.401878008,1.914649624,2.936556827,no
2.853822785,2.393925003,2.573335994,no
2.438170714,2.772696442,2.290504602,no
2.461269008,1.628785189,2.459894283,no
3.134010664,2.532108767,2.238196862,no
1.707960002,2.078501033,1.944397098,no
2.35120677,2.284374967,2.291755407,no
2.597712929,1.973217001,2.120456201,no
1.96311599,2.735362492,1.581960637,no
1.976594748,2.741853753,2.49471815,no
2.109278748,1.696657169,2.214707374,no
2.209856926,2.384269839,2.38886197,no
2.406308705,2.718396583,1.880060564,no
1.253117549,2.037254009,2.817671872,no
1.9962215,2.958844944,2.860142844,no
2.510977076,2.038849037,1.927629976,no
2.419702403,2.264757066,2.823391246,no
1.987633001,2.543876738,2.30892854,no
1.42627079,1.738914099,2.927289583,no
2.000071095,3.137905761,2.026131342,no
2.913629465,2.325210966,2.26242403,no
2.550906484,3.059773983,2.332903551,no
2.491959447,3.151554314,2.675263858,no
2.242135044,2.264781801,2.321343845,no
2.043270988,1.666902405,2.527787534,no
2.990843064,1.309422532,2.245368386,no
2.107792751,2.826464276,2.466252255,no
2.374091334,1.794117779,1.993118193,no
2.395454024,2.917486964,2.116583494,no
2.198440791,1.736410531,2.30022986,no
2.572602358,2.039702556,2.061609151,no
2.057636754,2.184998391,1.965071043,no
1.935774519,1.466917231,2.382394027,no
1.87787326,1.811522677,2.607480496,no
2.507643602,2.847674551,2.212023855,no
2.86603165,3.453860452,1.588337233,no
1.480210422,2.221502182,1.566868071,no
2.273835261,1.691336981,2.407741115,no
2.816848904,2.397497259,2.697135256,no
1.633484969,1.855952991,1.98764061,no
1.839554117,2.429074195,3.104689258,no
1.897596302,1.964176403,1.736850428,no
1.946928494,2.545478761,2.632413501,no
2.099722617,1.993736567,2.117948508,no
2.432881433,2.301763436,1.518218839,no
2.317567352,2.10434346,2.154388084,no
2.555583726,2.949367292,2.931990076,no
2.145132584,2.224858232,2.823318469,no
1.415912129,3.47427723,1.717987326,no
2.467670922,2.854856559,2.462678183,no
2.247368138,2.355977178,1.900300183,no
1.180765024,2.387527114,2.526264451,no
3.018499637,1.988104761,2.587204919,no
2.534796403,1.935444448,2.125905109,no
2.406776475,2.438541732,1.857538471,no
2.992998639,2.374781204,2.748157871,no
2.637015682,2.820870534,2.384729465,no
3.019486825,2.774091105,2.251429338,no
2.139822417,2.261775444,1.709368431,no
1.867491283,1.325802199,2.003556617,no
2.453502713,2.871969318,2.474704427,no
3.00524542,1.517989027,1.992750181,no
1.949150243,2.045831643,2.526619855,no
2.197144189,2.611344272,2.07909717,no
2.571490509,2.735914634,1.957997077,no
2.018899285,2.443152522,2.020004778,no
1.616551304,2.125050615,1.34190048,no
2.211923865,2.122750661,2.268435063,no
2.18505738,1.769440991,1.818988351,no
2.169363269,1.481682847,2.422225788,no
2.946629912,2.062904933,2.602468595,no
2.013824984,1.425796185,2.418110173,no
3.181003155,1.952624645,2.013167329,no
2.517624391,2.158031283,2.202265705,no
1.854229544,2.794951006,2.546901043,no
2.514470035,3.061316751,2.054881244,no
3.218899956,2.719552225,2.981498609,no
2.327549523,2.185262482,2.50389327,no
2.453601309,2.177085589,2.439598928,no
2.384117164,1.586999106,2.582774134,no
2.238735599,2.149808273,2.454722334,no
1.612315405,1.670564064,2.271484984,no
1.296637839,1.637395084,1.680127268,no
2.014214928,2.45421508,2.278459152,no
1.842746553,2.297407534,2.560773494,no
2.400430424,1.728783521,2.423198138,no
2.682976099,1.726385415,2.100089785,no
2.03401019,1.879382305,2.456176692,no
2.97408591,2.880666087,2.150777281,no
2.455684383,2.567098976,2.393876867,no
2.538172921,2.036199978,2.596537586,no
2.487982647,2.190044148,2.156729781,no
2.410425761,2.558071486,2.275241428,no
3.151160261,2.451534298,2.002247634,no
2.195298678,1.94171351,2.346816866,no
2.211948865,2.3432745,2.27871296,no
2.068623246,2.467142086,2.779947601,no
1.932582872,2.571960259,2.49190096,no
2.42079672,2.113746183,1.979506527,no
2.207414743,2.467564413,2.427767475,no
2.361973515,2.339728894,2.446631374,no
2.049908109,2.701642134,2.241927795,no
1.643947585,1.94727633,1.503890584,no
2.850307687,1.892973196,1.968278329,no
2.23853941,2.091874567,2.331030513,no
2.42299159,3.942688223,1.744239635,no
2.495438204,2.726402086,2.346455902,no
2.856543499,2.16502087,2.195381277,no
2.287407507,1.925161135,1.97931436,no
2.593229272,3.015692405,1.904519496,no
2.11496487,1.489406388,2.348752374,no
2.579370477,2.602049053,2.206347735,no
2.355682219,2.752458778,1.693912812,no
2.659695669,2.000600323,2.340091956,no
1.567178892,2.091383934,2.461237391,no
2.501890882,2.407319177,1.922961065,no
1.638986018,2.320699353,2.132175341,no
2.238199671,2.101478615,2.259408654,no
1.952403844,2.314697686,2.557859271,no
1.468734528,2.046593917,2.377078905,no
2.482528363,2.07455323,1.914762039,no
2.2643414,2.526029842,2.426527035,no
2.149401433,2.400422205,2.353466868,no
2.502402011,1.435686408,3.077160227,no
2.085828918,1.647055997,1.864870166,no
2.042612472,2.310135212,2.392003673,no
1.526532377,2.645382685,2.507138348,no
2.402133363,2.566602392,2.118337551,no
2.139973195,1.698273289,3.047228895,no
2.076234307,2.335522112,2.151475533,no
2.30633778,2.474678399,2.64597641,no
2.130758302,2.271670859,1.931657847,no
3.236231323,1.924424776,2.668625172,no
1.931383878,2.574758391,1.562998477,no
2.408935809,1.851380894,2.741400577,no
1.639876209,2.216601613,1.954906696,no
2.836857848,2.825391446,2.348530337,no
2.378251177,1.905276381,2.004410523,no
2.709600413,1.857341485,1.909828406,no
1.664326039,2.166260691,2.103227923,no
2.149229189,2.905923262,2.519332763,no
1.970943941,1.845404225,2.12828149,no
2.495765082,2.592849758,2.553576281,no
3.074747177,2.396514558,3.086926549,no
2.219443777,2.229800561,1.96479708,no
2.388571275,1.551952616,2.187669926,no
2.851516266,2.235820208,2.951468079,no
2.197087201,2.14025704,2.330299299,no
1.860558622,2.665051519,1.850693903,no
2.513238249,1.738335254,1.460313742,no
2.884795707,2.3634994,2.771826674,no
1.726097809,2.057169272,2.284726001,no
1.870218793,2.435015499,2.83434617,no
2.664294714,2.626827109,1.643363509,no
2.458729786,1.602641719,2.026091467,no
2.468560165,2.39742081,1.958028452,no
2.473400455,2.438831032,2.366659977,no
2.325232854,2.228700796,2.550441725,no
1.605247164,1.800876513,2.666107707,no
1.890149147,2.420371118,2.736927443,no
1.78728467,1.765369892,2.285622161,no
2.23303433,2.39389729,2.328781185,no
1.644140793,1.685294303,2.609312962,no
2.608188242,2.254597735,2.526234908,no
1.830070258,2.148126311,2.223414759,no
2.003643603,1.987962338,2.304739429,no
2.291275984,1.646960649,2.648594427,no
1.778738757,2.166198127,2.183764282,no
1.792689226,1.566119764,2.130050147,no
1.719980375,2.270789729,2.473537535,no
2.712148545,2.744950349,2.025905738,no
2.166644934,1.873468447,2.053515177,no
2.360192922,2.763608757,2.495484108,no
2.265098241,2.273898078,2.05566607,no
2.391702779,1.807699236,2.184259946,no
1.728467784,2.795696546,2.313127122,no
2.157377571,2.387568918,2.186808001,no
2.399008147,2.343176052,1.862096346,no
2.007568112,2.594123284,2.511074922,no
2.188479612,1.74308819,2.254686864,no
2.724366346,2.027501282,2.688258833,no
2.460317309,2.72715478,1.574377562,no
2.284947374,2.399900535,2.412505254,no
2.277007126,2.608463326,1.557193942,no
1.941875768,2.331985735,2.045686469,no
2.197629706,2.844498774,1.688284718,no
2.467671003,2.236320301,1.682648804,no
1.690440683,1.993349961,1.912039133,no
2.297237752,2.744975494,2.758441954,no
2.503839623,2.557068586,2.419045213,no
1.703314014,2.582746949,1.877907642,no
1.523761758,2.255897847,1.70893086,no
2.574297131,2.59460782,2.010415878,no
2.161263635,2.252592125,2.561521261,no
2.626327163,2.231859991,3.318754941,no
2.021231635,3.050766812,2.002202421,no
2.232424961,1.999182988,2.580623447,no
2.223570545,1.564855168,2.306147272,no
2.682488948,2.083863995,2.905026127,no
2.493414414,2.479808342,2.551501745,no
1.987474301,2.926662621,2.447896318,no
1.70722726,3.181759963,1.845764737,no
